"","V1","V2","V3"
"09376","B160101","B160201","B100301"
"09377","C110401","C110301","C130302"
"09378","B210802","B080203","B100301"
"09379","A010654","A030102","A030113"
"09380","B200801","B260603","B100305"
"09381","B210802","B080203","B150501"
"09382","A010653","A010645","A010646"
"09383","B140103","B160101","B150101"
"09384","A010403","A010501","A010302"
"09385","B160201","B210802","B160402"
"09386","A010627","A010647","A010644"
"09387","A020303","A011001","A010601"
"09388","A050501","A040223","A020101"
"09389","A010654","A040215","A030114"
"09390","A010403","A010402","A010201"
"09391","A011003","A011004","A010602"
"09392","A010403","A010401","A010402"
"09393","B200801","B140103","B430101"
"09394","A010602","A010403","A010404"
"09395","A011004","A010619","A010612"
"09396","A090201","A020302","A010654"
"09397","B210802","A030112","B210107"
"09398","A040222","A010401","A010302"
"09399","B740402","B210107","B150102"
"09400","A010401","A010302","A010404"
"09401","C130301","C110401","C110204"
"09402","B210802","B160202","B210107"
"09403","A010302","A020303","A020302"
"09404","B900103","B100301","B371002"
"09405","B260902","B160201","B160101"
"09406","A010401","A010604","A010624"
"09407","A010631","A010602","A010408"
"09408","A030114","A010302","A010644"
"09409","A011003","A020302","A010612"
"09410","B080303","B160101","B160201"
"09411","A010601","A020302","A020209"
"09412","A010613","A010802","A010302"
"09413","A030114","A010644","A010613"
"09414","C070101","C030401","C170206"
"09415","A010627","A010631","A010644"
"09416","B160101","B210802","B100502"
"09417","A010401","A010103","A010101"
"09418","C170206","C070101","C170701"
"09419","A010604","B140103","A040214"
"09420","A010302","A010401","A010630"
"09421","A040503","A030109","A030113"
"09422","C170206","C170631","C030401"
"09423","A010902","A010631","A010627"
"09424","A010403","A010404","A010401"
"09425","A020302","A011001","A020303"
"09426","B150402","B100305","B200801"
"09427","A090201","A011004","A011001"
"09428","A010627","A040208","A090201"
"09429","C170701","C070203","C070401"
"09430","A010653","A010403","B100305"
"09431","A030109","A010613","A010302"
"09432","A020302","A010402","A080106"
"09433","C070102","A030109","C070202"
"09434","C170206","C070101","C070103"
"09435","A090602","A010630","A011004"
"09436","A010302","A010401","A010404"
"09437","B080601","B210802","B150601"
"09438","A020302","A010302","A010401"
"09439","A040220","A010653","A040222"
"09440","A040222","A040228","A060203"
"09441","B150601","B150404","B100305"
"09442","A020302","C170206","A010607"
"09443","A030103","A030109","B210802"
"09444","A010401","A010404","A010608"
"09445","B210802","B210107","B370506"
"09446","B900102","B340402","B140302"
"09447","A010613","B100305","B140103"
"09448","A020302","A010101","A010608"
"09449","A030109","B210107","B100501"
"09450","B080203","B100305","B210802"
"09451","B100305","A010902","A010612"
"09452","A010631","A040222","A030102"
"09453","C110401","C070103","C110204"
"09454","A010302","A010608","A010401"
"09455","D040109","D040108","D040204"
"09456","B260902","B260702","A030112"
"09457","A060114","A010710","A010404"
"09458","A010302","A010403","A010638"
"09459","C030401","C110101","C030204"
"09460","A090201","A010613","A010403"
"09461","B160201","B210107","B160101"
"09462","B100305","B100504","B210802"
"09463","A030114","A010401","A040224"
"09464","B160201","B100305","B470104"
"09465","A040217","A020302","A020303"
"09466","A040224","A010404","A010402"
"09467","A030110","A030109","A020302"
"09468","B370906","B370306","B140102"
"09469","A010639","A010644","A010613"
"09470","B200801","B430101","B150601"
"09471","B100305","B100101","B100502"
"09472","B670201","B670402","B530401"
"09473","A011001","A010644","A010302"
"09474","A010302","A010402","A010404"
"09475","B010102","B380303","B200801"
"09476","A010601","A040224","A020303"
"09477","B100305","B100401","B100502"
"09478","A011001","A020306","A010613"
"09479","A020302","C070202","C070201"
"09480","A010644","A010613","A020303"
"09481","A040224","A030103","A030102"
"09482","B210802","B100306","B210107"
"09483","A010608","A010302","A011004"
"09484","A010403","B140103","B120402"
"09485","B371002","B150102","B260902"
"09486","A010403","A040401","A030103"
"09487","A011001","A040224","A010201"
"09488","B100305","B200801","B160402"
"09489","C120202","C120201","C150405"
"09490","C170206","C110101","A010710"
"09491","B160201","B140103","B160301"
"09492","B100305","B050502","C070201"
"09493","A010613","A010302","A010207"
"09494","C120501","C120101","C010206"
"09495","A010653","A010401","B210802"
"09496","B200801","B210802","B150102"
"09497","C130301","C060402","C070101"
"09498","A060114","A040601","A010613"
"09499","B210107","B100305","B530401"
"09500","A010302","A010402","A010403"
"09501","A010627","B160201","A010602"
"09502","A040220","A010201","A020302"
"09503","A010613","A010631","A050602"
"09504","A010401","A010402","A010501"
"09505","A030109","A030110","B310202"
"09506","B080102","B100305","B150601"
"09507","A010404","A010710","A040220"
"09508","C170206","C120201","C120101"
"09509","A040254","A010710","A040224"
"09510","A010644","A010631","A020302"
"09511","B900103","B080307","B900102"
"09512","A010613","A010624","A010604"
"09513","A020302","A090509","A040222"
"09514","A010644","A020302","A010302"
"09515","C170206","C070203","C030901"
"09516","B100305","B100301","B200801"
"09517","B140103","B380403","B200801"
"09518","A060114","A060202","A060201"
"09519","A010627","A040222","A010605"
"09520","C110401","C110301","C070101"
"09521","C070201","C170701","C150103"
"09522","C170206","C070101","C150405"
"09523","B210802","B111101","B200302"
"09524","B100305","B670402","B740101"
"09525","C070101","C170701","C110203"
"09526","A010644","A010636","A010645"
"09527","A050602","A010645","A010648"
"09528","A010630","A010601","A010604"
"09529","A010644","A010647","A090201"
"09530","A010902","A010302","A010403"
"09531","C170701","C090108","C110402"
"09532","B100305","A010613","A030109"
"09533","A030101","A020306","A030102"
"09534","A010403","A010613","A010404"
"09535","A010401","A010613","A010101"
"09536","A020302","A020303","A010403"
"09537","A010402","A011003","A010401"
"09538","A010302","A090201","A010403"
"09539","A030101","A010401","A030113"
"09540","A030103","A080106","A030101"
"09541","A010302","A010201","A010608"
"09542","A060114","A040502","A020302"
"09543","A040401","A010602","A010612"
"09544","C030701","C090101","C030303"
"09545","B670404","B100305","B670101"
"09546","A030113","A010401","A020302"
"09547","A010631","A011003","A010601"
"09548","C110601","C150103","C110602"
"09549","A010646","A060166","A030114"
"09550","A011001","A010606","A090201"
"09551","C070202","C130302","C150302"
"09552","A060166","A010606","A010505"
"09553","B100305","B150402","B380404"
"09554","A010901","A010101","A010608"
"09555","B100301","B100305","B460203"
"09556","A010302","A010404","A010901"
"09557","C110401","C070401","C130302"
"09558","B100305","B210802","B100502"
"09559","B210802","B100305","B100504"
"09560","A010613","A010602","A010608"
"09561","C070101","C010206","A010302"
"09562","C110304","A090201","C070101"
"09563","B200801","B210802","B380404"
"09564","A010401","A010601","A011001"
"09565","B100305","B160301","B210802"
"09566","B100305","B150402","B650203"
"09567","A010302","A010401","A010404"
"09568","A010302","A010631","A030109"
"09569","C070101","C080101","C030401"
"09570","C170701","C120201","C080101"
"09571","B100305","B140103","B140101"
"09572","A010302","A010401","A010608"
"09573","A010402","A010401","A010403"
"09574","A020402","A010403","A010201"
"09575","B100305","B160201","B160101"
"09576","B100502","A010404","A010401"
"09577","A010602","A010403","A010612"
"09578","A010302","A090201","A010403"
"09579","B160201","A010644","A030101"
"09580","A010601","A010602","A030103"
"09581","A020302","C170206","A020303"
"09582","C170701","C120201","C150405"
"09583","A010302","A010613","A010401"
"09584","A010302","A010404","A010501"
"09585","A020302","A011003","A010302"
"09586","B100502","B100101","A010644"
"09587","B610103","B150102","B670206"
"09588","A040217","A011004","A010613"
"09589","A030110","A010403","A030109"
"09590","B160202","A010606","B160201"
"09591","C070101","C080304","C110101"
"09592","A020302","A030103","A020303"
"09593","A010403","A090201","A010613"
"09594","B100305","B200801","B210802"
"09595","B100502","B210802","B140103"
"09596","B100305","B380303","B380407"
"09597","B100502","B100503","B430101"
"09598","A090201","A010902","A010402"
"09599","B100305","B521301","B100504"
"09600","A010401","A010403","A010404"
"09601","B160201","B210802","B210107"
"09602","B200801","B430101","B210802"
"09603","A040222","A010401","A011004"
"09604","A010613","A011001","A010602"
"09605","A010302","A010401","A010103"
"09606","A020302","A020303","A040233"
"09607","A010644","A020303","A010653"
"09608","C070401","C120601","C120201"
"09609","A040224","A020306","A020302"
"09610","A010902","A011004","A010608"
"09611","A010653","B150402","B210802"
"09612","A010207","A010609","A010302"
"09613","C120201","C170206","C120202"
"09614","A010902","A010653","A010404"
"09615","A010302","A010201","A010402"
"09616","B670206","B160201","B160101"
"09617","A010635","A010401","A010404"
"09618","B100305","B210802","B120802"
"09619","C090101","C110101","C120201"
"09620","A010201","A030103","A010302"
"09621","C170206","C070201","C120201"
"09622","A040214","A020303","A010631"
"09623","A010404","A010401","A010402"
"09624","A010401","A011003","A011004"
"09625","B100504","B740102","B100502"
"09626","A010710","A030109","A020303"
"09627","A010401","A010613","A010403"
"09628","A060114","A010644","A040224"
"09629","A010403","A010644","A010653"
"09630","A011001","A011004","A010635"
"09631","B100305","B140103","B200801"
"09632","A011001","A020206","A010401"
"09633","A010613","A010631","B100305"
"09634","A020302","B210802","A010631"
"09635","B670204","B010102","B210802"
"09636","A010103","A010902","A010901"
"09637","A020707","A010302","A030109"
"09638","A010613","A040225","A010603"
"09639","A050208","A050501","A030113"
"09640","B100305","B670402","B160202"
"09641","A040224","A010401","A010402"
"09642","B260902","B100305","B140103"
"09643","B100305","A020302","A010654"
"09644","A040224","A010302","A010401"
"09645","B200801","B140103","B150601"
"09646","A010613","A010304","A011004"
"09647","A010403","A010402","A010404"
"09648","A010630","A010645","A040401"
"09649","A030110","A030109","A030103"
"09650","A040222","A040220","A040214"
"09651","A010654","A040229","A010408"
"09652","A010624","A011001","A010601"
"09653","B210802","B100305","B210107"
"09654","A010630","A020302","A060114"
"09655","C120202","C120201","D040215"
"09656","A030102","A020302","A040222"
"09657","A010302","A010401","A010902"
"09658","A010631","A020303","A010602"
"09659","B160202","B160101","B160201"
"09660","C170206","C070101","C150405"
"09661","A020302","A040222","A020303"
"09662","C170206","C030401","C120201"
"09663","A010403","A010404","A010302"
"09664","B160101","B160201","B100306"
"09665","A010401","A010644","A030109"
"09666","A010401","A010501","A020707"
"09667","B140103","B140502","B380404"
"09668","A040503","C070101","A040302"
"09669","B100305","B430802","B100303"
"09670","A010401","A060114","A010403"
"09671","A011004","A040222","A010101"
"09672","A040224","A040215","A090201"
"09673","B670402","B620102","B330103"
"09674","B900103","B080203","B200801"
"09675","A030103","A060114","A010613"
"09676","A010403","A010302","A010401"
"09677","B100305","B210802","B140103"
"09678","B140103","B150204","B100502"
"09679","B900102","B900103","B340103"
"09680","A010613","A010402","A010302"
"09681","B100502","B210802","B210107"
"09682","C120501","C170206","C070101"
"09683","A060114","A020302","A010103"
"09684","B740501","B140104","B140103"
"09685","A010613","A010631","A011004"
"09686","A011004","A010646","A010644"
"09687","B160201","B430101","B150601"
"09688","A040401","A011001","A010644"
"09689","A060166","A010631","A010603"
"09690","A010644","A030109","A020302"
"09691","A020303","A010613","A010103"
"09692","A040224","A040229","A020302"
"09693","C110101","C120201","C030207"
"09694","A020306","A010401","A010613"
"09695","A010631","A010902","A011001"
"09696","C120501","C170701","C070101"
"09697","A010403","A010404","A010101"
"09698","B900301","B100305","B190501"
"09699","C150405","C070201","C170206"
"09700","A010710","A010603","B050501"
"09701","A010302","A010902","A010901"
"09702","B100305","B210802","B100502"
"09703","A050311","A010644","A010402"
"09704","A030101","A080106","A030110"
"09705","B210802","A010601","A011001"
"09706","A040224","A040220","A040223"
"09707","A010613","A010607","A011004"
"09708","A010653","A010902","A020303"
"09709","A020302","A010501","B210802"
"09710","A010302","A010608","A011004"
"09711","B140101","B900102","B080303"
"09712","B150102","A011004","B430101"
"09713","B210802","B100504","B200801"
"09714","A010653","A010403","A010608"
"09715","A030103","A020302","A010402"
"09716","B100502","A030101","A030109"
"09717","A010602","A010624","A010601"
"09718","B740101","B140103","B160101"
"09719","A011001","B160202","B100301"
"09720","C070101","C060401","C130115"
"09721","A010403","A040224","A010501"
"09722","A010601","A010602","A010403"
"09723","C120601","C120101","C040601"
"09724","C120201","C110204","C170206"
"09725","B140103","B210802","B200801"
"09726","A010613","B100305","A080106"
"09727","A010403","A010302","A010402"
"09728","D040109","D020202","D040108"
"09729","A010401","A010201","A010402"
"09730","A030103","A020303","A040228"
"09731","A030109","A030103","A030110"
"09732","B150404","B140103","B900103"
"09733","B160101","B100502","B380407"
"09734","B900103","B670201","B150402"
"09735","B140103","B100802","B210802"
"09736","A030109","A020302","A010653"
"09737","B140206","B120401","B140503"
"09738","A010602","A011004","A090101"
